date,symbol,market_cap
2012-05-31,GRASIM,
2012-05-31,BATAINDIA,
2012-05-31,GAIL,
2012-05-31,FSL,
2012-05-31,HDFCBANK,
2012-05-31,MUTHOOTFIN,
2012-05-31,PVRINOX,
2012-05-31,USHAMART,
2012-05-31,HINDPETRO,
2012-05-31,CEMPRO,
2012-05-31,TTML,
2012-05-31,CUB,
2012-05-31,FEDERALBNK,
2012-05-31,JINDALSAW,
2012-05-31,KEC,
2012-05-31,AUROPHARMA,
2012-06-30,PERSISTENT,
2012-06-30,SUNTV,
2012-06-30,RELIANCE,
2012-06-30,MFSL,
2012-06-30,TITAN,
2012-06-30,JPPOWER,
2012-06-30,MCX,54088903039.99999
2012-06-30,HDFCBANK,
2012-06-30,BPCL,
2012-06-30,HEG,
2012-06-30,TMPV,
2012-06-30,IDEA,
2012-06-30,PIDILITIND,
2012-06-30,OBEROIRLTY,
2012-06-30,M&M,
2012-06-30,RADICO,
2012-06-30,INFY,
2012-06-30,CIPLA,
2012-06-30,HCLTECH,
2012-06-30,CANBK,
2012-06-30,GRASIM,
2012-06-30,ARE&M,
2012-06-30,FINCABLES,
2012-06-30,TITAGARH,
2012-06-30,INDUSINDBK,
2012-06-30,HBLENGINE,
2012-06-30,COALINDIA,
2012-06-30,OIL,300207318400.0
2012-06-30,LICHSGFIN,136259012160.0
2012-06-30,PCBL,
2012-06-30,AARTIIND,
2012-06-30,JSL,
2012-06-30,PVRINOX,
2012-06-30,FACT,
2012-06-30,DABUR,
2012-06-30,EICHERMOT,
2012-06-30,TATACOMM,
2012-06-30,JKTYRE,
2012-06-30,UPL,
2012-06-30,ASIANPAINT,
2012-06-30,SJVN,
2012-06-30,TATAPOWER,
2012-06-30,CONCOR,
2012-06-30,IDBI,
2012-06-30,FEDERALBNK,
2012-06-30,CYIENT,
2012-06-30,PIIND,
2012-06-30,IOB,
2012-06-30,CUMMINSIND,
2012-06-30,GMRAIRPORT,
2012-06-30,ASHOKLEY,
2012-06-30,J&KBANK,
2012-06-30,ZYDUSLIFE,
2012-06-30,GODREJCP,
2012-06-30,EIDPARRY,
2012-06-30,USHAMART,
2012-06-30,JUBLFOOD,
2012-06-30,KEI,
2012-06-30,BRIGADE,
2012-06-30,NATIONALUM,
2012-06-30,SBIN,
2012-06-30,ABB,
2012-06-30,NCC,
2012-06-30,TATACHEM,
2012-06-30,PRESTIGE,
2012-06-30,BRITANNIA,
2012-06-30,GMDCLTD,
2012-06-30,MINDACORP,
2012-06-30,GODREJPROP,
2012-06-30,CUB,
2012-06-30,SUNPHARMA,
2012-06-30,BSOFT,
2012-06-30,DEEPAKFERT,
2012-06-30,APOLLOHOSP,
2012-06-30,SRF,
2012-06-30,TATACONSUM,
2012-06-30,NMDC,
2012-06-30,KOTAKBANK,
2012-06-30,TRITURBINE,
2012-06-30,VEDL,
2012-06-30,GRANULES,
2012-06-30,ADANIPOWER,
2012-06-30,DEEPAKNTR,
2012-06-30,NHPC,
2012-06-30,LTFOODS,
2012-06-30,TECHM,
2012-06-30,UBL,
2012-06-30,HSCL,
2012-06-30,ENGINERSIN,
2012-06-30,RECLTD,
2012-06-30,EMAMILTD,
2012-06-30,LT,
2012-06-30,ITI,
2012-06-30,SCI,
2012-06-30,DLF,
2012-06-30,IOC,
2012-06-30,MOTHERSON,
2012-06-30,AMBUJACEM,
2012-06-30,BEL,
2012-06-30,JINDALSTEL,
2012-06-30,WELCORP,
2012-06-30,DIVISLAB,272145545350.00003
2012-06-30,TRIDENT,
2012-06-30,CHOLAFIN,
2012-06-30,ITC,
2012-06-30,INDIACEM,
2012-06-30,HINDCOPPER,
2012-06-30,MANAPPURAM,
2012-06-30,WOCKPHARMA,
2012-06-30,BAJFINANCE,
2012-06-30,ADANIPORTS,
2012-06-30,CHAMBLFERT,
2012-06-30,POONAWALLA,
2012-06-30,CGPOWER,
2012-06-30,MARICO,
2012-06-30,SUZLON,
2012-06-30,SONATSOFTW,
2012-06-30,GABRIEL,
2012-06-30,LTF,
2012-06-30,CHENNPETRO,
2012-06-30,AJANTPHARM,
2012-06-30,HINDUNILVR,
2012-06-30,BANKBARODA,
2012-06-30,ELECON,
2012-06-30,PNB,
2012-06-30,CCL,
2012-06-30,TATAELXSI,
2012-06-30,DRREDDY,
2012-06-30,UNIONBANK,
2012-06-30,JMFINANCIL,
2012-06-30,GODREJIND,
2012-06-30,TVSMOTOR,
2012-06-30,BANKINDIA,
2012-06-30,CEMPRO,
2012-06-30,BALRAMCHIN,
2012-06-30,IIFL,
2012-06-30,ONGC,
2012-06-30,CESC,
2012-06-30,MPHASIS,
2012-06-30,HINDPETRO,
2012-06-30,BALKRISIND,
2012-06-30,KEC,
2012-06-30,AEGISLOG,
2012-06-30,JINDALSAW,
2012-06-30,TCS,
2012-06-30,BATAINDIA,
2012-06-30,PHOENIXLTD,
2012-06-30,WELSPUNLIV,
2012-06-30,GESHIP,
2012-06-30,FSL,
2012-06-30,TTML,
2012-06-30,GAIL,
2012-06-30,INDHOTEL,
2012-06-30,HINDZINC,
2012-06-30,NTPC,
2012-06-30,PFOCUS,
2012-06-30,WIPRO,
2012-06-30,AUROPHARMA,
2012-06-30,MUTHOOTFIN,
2012-06-30,MAHABANK,
2012-06-30,BAJAJFINSV,
2012-06-30,SOBHA,
2012-06-30,IFCI,
2012-06-30,ACC,238070047250.0
2012-06-30,MRPL,
2012-06-30,CENTRALBK,
2012-06-30,SCHNEIDER,
2012-06-30,IRB,
2012-06-30,BHARTIARTL,
2012-06-30,NAUKRI,
2012-06-30,FORTIS,
2012-06-30,GLENMARK,
2012-06-30,NLCINDIA,
2012-06-30,SIEMENS,
2012-06-30,SHRIRAMFIN,
2012-06-30,ACE,
2012-06-30,HFCL,
2012-06-30,COROMANDEL,
2012-06-30,HAVELLS,
2012-06-30,ANANTRAJ,
2012-06-30,TORNTPOWER,
2012-06-30,BAJAJ-AUTO,
2012-06-30,PETRONET,
2012-06-30,BIOCON,
2012-06-30,ABREL,
2012-06-30,HEROMOTOCO,
2012-06-30,TORNTPHARM,
2012-06-30,KPIL,
2012-06-30,EXIDEIND,
2012-06-30,UNOMINDA,
2012-06-30,GRAVITA,
2012-06-30,KAJARIACER,
2012-06-30,MMTC,
2012-06-30,NAVA,
2012-06-30,CANFINHOME,
2012-06-30,COLPAL,
2012-06-30,JUBLPHARMA,
2012-06-30,BHEL,
2012-06-30,CIEINDIA,
2012-06-30,KARURVYSYA,
2012-06-30,ULTRACEMCO,
2012-06-30,NATCOPHARM,
2012-06-30,M&MFIN,
2012-06-30,BHARATFORG,
2012-06-30,JSWSTEEL,
2012-06-30,TRENT,
2012-06-30,ADANIENT,
2012-06-30,EIHOTEL,
2012-06-30,PFC,
2012-06-30,BERGEPAINT,
2012-06-30,MARUTI,
2012-06-30,NBCC,
2012-06-30,LUPIN,
2012-06-30,CEATLTD,
2012-06-30,TATASTEEL,
2012-06-30,AXISBANK,
2012-06-30,YESBANK,
2012-06-30,IPCALAB,
2012-06-30,ICICIBANK,
2012-06-30,SWANCORP,
2012-06-30,GRAPHITE,
2012-06-30,BEML,
2012-06-30,RAMCOCEM,
2012-06-30,VOLTAS,
2012-06-30,REDINGTON,
2012-06-30,SAIL,
2012-06-30,POWERGRID,
2012-06-30,HINDALCO,
2012-06-30,COFORGE,
2012-06-30,ESCORTS,
2012-06-30,JSWENERGY,
2012-06-30,UNITDSPR,
2012-06-30,UCOBANK,
2012-06-30,INDIANB,
2012-06-30,APOLLOTYRE,
2012-06-30,ZEEL,
2012-06-30,RPOWER,
2012-06-30,IGL,
2012-07-31,LTFOODS,
2012-07-31,AXISBANK,
2012-07-31,CCL,
2012-07-31,TATAPOWER,
2012-07-31,KPIL,
2012-07-31,UPL,
2012-07-31,BRITANNIA,
2012-07-31,BAJAJ-AUTO,
2012-07-31,DRREDDY,
2012-07-31,DIVISLAB,291139852300.0
2012-07-31,GRAVITA,
2012-07-31,HCLTECH,
2012-07-31,SUZLON,
2012-07-31,UBL,
2012-07-31,SAIL,
2012-07-31,COROMANDEL,
2012-07-31,HSCL,
2012-07-31,ASHOKLEY,
2012-07-31,JKTYRE,
2012-07-31,BAJAJFINSV,
2012-07-31,BALKRISIND,
2012-07-31,CEATLTD,
2012-07-31,IDBI,
2012-07-31,SUNTV,
2012-07-31,TCS,
2012-07-31,MRPL,
2012-07-31,HINDZINC,
2012-07-31,BAJFINANCE,
2012-07-31,TATASTEEL,
2012-07-31,SOBHA,
2012-07-31,ULTRACEMCO,
2012-07-31,ITC,
2012-07-31,UCOBANK,
2012-07-31,BALRAMCHIN,
2012-07-31,JUBLPHARMA,
2012-07-31,DLF,
2012-07-31,PIIND,
2012-07-31,TVSMOTOR,
2012-07-31,RPOWER,
2012-07-31,RAMCOCEM,
2012-07-31,BERGEPAINT,
2012-07-31,TRENT,
2012-07-31,SWANCORP,
2012-07-31,LUPIN,
2012-07-31,POWERGRID,
2012-07-31,SUNPHARMA,
2012-07-31,TMPV,
2012-07-31,ICICIBANK,
2012-07-31,GODREJCP,
2012-07-31,HEG,
2012-07-31,DEEPAKFERT,
2012-07-31,LICHSGFIN,132246941246.40001
2012-07-31,UNITDSPR,
2012-07-31,HINDALCO,
2012-07-31,CANBK,
2012-07-31,ITI,
2012-07-31,PIDILITIND,
2012-07-31,BEL,
2012-07-31,BEML,
2012-07-31,HBLENGINE,
2012-07-31,BHARATFORG,
2012-07-31,BIOCON,
2012-07-31,HEROMOTOCO,
2012-07-31,TORNTPHARM,
2012-07-31,UNOMINDA,
2012-07-31,KAJARIACER,
2012-07-31,NAVA,
2012-07-31,CANFINHOME,
2012-07-31,BHEL,
2012-07-31,KARURVYSYA,
2012-07-31,PRESTIGE,
2012-07-31,NATCOPHARM,
2012-07-31,J&KBANK,
2012-07-31,GMRAIRPORT,
2012-07-31,DABUR,
2012-07-31,TORNTPOWER,
2012-07-31,SJVN,
2012-07-31,CENTRALBK,
2012-07-31,BHARTIARTL,
2012-07-31,GLENMARK,
2012-07-31,HFCL,
2012-07-31,HAVELLS,
2012-07-31,TRIDENT,
2012-07-31,GMDCLTD,
2012-07-31,MUTHOOTFIN,
2012-07-31,GESHIP,
2012-07-31,BPCL,
2012-07-31,HDFCBANK,
2012-07-31,TTML,
2012-07-31,NTPC,
2012-07-31,AUROPHARMA,
2012-07-31,CEMPRO,
2012-07-31,BANKINDIA,
2012-07-31,PVRINOX,
2012-07-31,SONATSOFTW,
2012-07-31,M&M,
2012-07-31,RADICO,
2012-07-31,TITAGARH,
2012-07-31,LTF,
2012-07-31,HINDUNILVR,
2012-07-31,BANKBARODA,
2012-07-31,PNB,
2012-07-31,UNIONBANK,
2012-07-31,JMFINANCIL,
2012-07-31,BRIGADE,
2012-07-31,BSOFT,
2012-07-31,BATAINDIA,
2012-07-31,CUMMINSIND,
2012-07-31,JINDALSAW,
2012-07-31,HINDCOPPER,
2012-07-31,TITAN,
2012-07-31,LT,
2012-07-31,RECLTD,
2012-07-31,SRF,
2012-07-31,NATIONALUM,
2012-07-31,TRITURBINE,
2012-07-31,NHPC,
2012-07-31,DEEPAKNTR,
2012-07-31,TECHM,
2012-07-31,EICHERMOT,
2012-07-31,ASIANPAINT,
2012-07-31,POONAWALLA,
2012-07-31,CYIENT,
2012-07-31,OIL,298343796800.0
2012-07-31,ONGC,
2012-07-31,HINDPETRO,
2012-07-31,CUB,
2012-07-31,CESC,
2012-07-31,NAUKRI,
2012-07-31,MMTC,
2012-07-31,ARE&M,
2012-07-31,IGL,
2012-07-31,SCI,
2012-07-31,ADANIPOWER,
2012-07-31,INDUSINDBK,
2012-07-31,REDINGTON,
2012-07-31,GRANULES,
2012-07-31,EIHOTEL,
2012-07-31,NBCC,
2012-07-31,MARICO,
2012-07-31,RELIANCE,
2012-07-31,EMAMILTD,
2012-07-31,JSWENERGY,
2012-07-31,FORTIS,
2012-07-31,IRB,
2012-07-31,PETRONET,
2012-07-31,GRASIM,
2012-07-31,VOLTAS,
2012-07-31,SIEMENS,
2012-07-31,COFORGE,
2012-07-31,KEI,
2012-07-31,PFC,
2012-07-31,ZYDUSLIFE,
2012-07-31,ABB,
2012-07-31,IIFL,
2012-07-31,PFOCUS,
2012-07-31,IFCI,
2012-07-31,MOTHERSON,
2012-07-31,ACE,
2012-07-31,NLCINDIA,
2012-07-31,JUBLFOOD,
2012-07-31,CIEINDIA,
2012-07-31,WIPRO,
2012-07-31,IOC,
2012-07-31,ANANTRAJ,
2012-07-31,FINCABLES,
2012-07-31,OBEROIRLTY,
2012-07-31,CIPLA,
2012-07-31,ESCORTS,
2012-07-31,MFSL,
2012-07-31,AARTIIND,
2012-07-31,ENGINERSIN,
2012-07-31,USHAMART,
2012-07-31,GRAPHITE,
2012-07-31,APOLLOTYRE,
2012-07-31,IPCALAB,
2012-07-31,COLPAL,
2012-07-31,INDHOTEL,
2012-07-31,PCBL,
2012-07-31,ZEEL,
2012-07-31,GODREJPROP,
2012-07-31,WELSPUNLIV,
2012-07-31,COALINDIA,
2012-07-31,JSL,
2012-07-31,PERSISTENT,
2012-07-31,SBIN,
2012-07-31,CONCOR,
2012-07-31,PHOENIXLTD,
2012-07-31,CHOLAFIN,
2012-07-31,TATACHEM,
2012-07-31,WELCORP,
2012-07-31,GAIL,
2012-07-31,JSWSTEEL,
2012-07-31,YESBANK,
2012-07-31,WOCKPHARMA,
2012-07-31,ADANIPORTS,
2012-07-31,AMBUJACEM,
2012-07-31,INDIANB,
2012-07-31,MARUTI,
2012-07-31,MAHABANK,
2012-07-31,AEGISLOG,
2012-07-31,CHAMBLFERT,
2012-07-31,KEC,
2012-07-31,FSL,
2012-07-31,TATAELXSI,
2012-07-31,MANAPPURAM,
2012-07-31,INDIACEM,
2012-07-31,APOLLOHOSP,87669618750.0
2012-07-31,VEDL,
2012-07-31,ACC,248611929000.0
2012-07-31,IDEA,
2012-07-31,NCC,
2012-07-31,KOTAKBANK,
2012-07-31,MCX,52462054080.0
2012-07-31,EXIDEIND,
2012-07-31,MPHASIS,
2012-07-31,JPPOWER,
2012-07-31,FACT,
2012-07-31,ELECON,
2012-07-31,JINDALSTEL,
2012-07-31,GABRIEL,
2012-07-31,M&MFIN,
2012-07-31,CGPOWER,
2012-07-31,CHENNPETRO,
2012-07-31,EIDPARRY,
2012-07-31,AJANTPHARM,
2012-07-31,NMDC,
2012-07-31,SCHNEIDER,
2012-07-31,FEDERALBNK,
2012-07-31,TATACOMM,
2012-07-31,GODREJIND,
2012-07-31,INFY,
2012-07-31,IOB,
2012-07-31,SHRIRAMFIN,
2012-07-31,ADANIENT,
2012-07-31,TATACONSUM,
2012-07-31,ABREL,
2012-08-31,DABUR,
2012-08-31,UNOMINDA,
2012-08-31,GMRAIRPORT,
2012-08-31,ITI,
2012-08-31,TATACOMM,
2012-08-31,RAMCOCEM,
2012-08-31,MCX,58360019039.99999
2012-08-31,LTFOODS,
2012-08-31,IOB,
2012-08-31,CHAMBLFERT,
2012-08-31,EMAMILTD,
2012-08-31,M&MFIN,
2012-08-31,UBL,
2012-08-31,INDUSINDBK,
2012-08-31,BALKRISIND,
2012-08-31,GODREJCP,
2012-08-31,AJANTPHARM,
2012-08-31,BIOCON,
2012-08-31,ABREL,
2012-08-31,CCL,
2012-08-31,HEROMOTOCO,
2012-08-31,GODREJIND,
2012-08-31,EXIDEIND,
2012-08-31,TATACHEM,
2012-08-31,GABRIEL,
2012-08-31,DIVISLAB,302621386550.0
2012-08-31,JSWSTEEL,
2012-08-31,PIDILITIND,
2012-08-31,BRITANNIA,
2012-08-31,TVSMOTOR,
2012-08-31,IDEA,
2012-08-31,JMFINANCIL,
2012-08-31,NAVA,
2012-08-31,TATAELXSI,
2012-08-31,TORNTPHARM,
2012-08-31,SUZLON,
2012-08-31,CONCOR,
2012-08-31,PETRONET,
2012-08-31,MFSL,
2012-08-31,J&KBANK,
2012-08-31,IOC,
2012-08-31,JSL,
2012-08-31,TCS,
2012-08-31,WELSPUNLIV,
2012-08-31,JKTYRE,
2012-08-31,ESCORTS,
2012-08-31,RELIANCE,
2012-08-31,JUBLFOOD,
2012-08-31,SJVN,
2012-08-31,OIL,296360048000.0
2012-08-31,HINDZINC,
2012-08-31,ARE&M,
2012-08-31,PFOCUS,
2012-08-31,IIFL,
2012-08-31,BALRAMCHIN,
2012-08-31,AARTIIND,
2012-08-31,BAJFINANCE,
2012-08-31,IPCALAB,
2012-08-31,CUMMINSIND,
2012-08-31,KEI,
2012-08-31,CYIENT,
2012-08-31,DRREDDY,
2012-08-31,CGPOWER,
2012-08-31,HSCL,
2012-08-31,JINDALSTEL,
2012-08-31,PHOENIXLTD,
2012-08-31,MAHABANK,
2012-08-31,HINDALCO,
2012-08-31,PVRINOX,
2012-08-31,VOLTAS,
2012-08-31,AXISBANK,
2012-08-31,UNITDSPR,
2012-08-31,ZYDUSLIFE,
2012-08-31,ABB,
2012-08-31,RADICO,
2012-08-31,TATASTEEL,
2012-08-31,IFCI,
2012-08-31,NATIONALUM,
2012-08-31,SOBHA,
2012-08-31,TITAN,
2012-08-31,ULTRACEMCO,
2012-08-31,UNIONBANK,
2012-08-31,TITAGARH,
2012-08-31,DEEPAKFERT,
2012-08-31,FEDERALBNK,
2012-08-31,RECLTD,
2012-08-31,APOLLOHOSP,87440062500.0
2012-08-31,VEDL,
2012-08-31,BEML,
2012-08-31,BPCL,
2012-08-31,NHPC,
2012-08-31,KOTAKBANK,
2012-08-31,ONGC,
2012-08-31,MPHASIS,
2012-08-31,KEC,
2012-08-31,GESHIP,
2012-08-31,GAIL,
2012-08-31,AUROPHARMA,
2012-08-31,YESBANK,
2012-08-31,CEMPRO,
2012-08-31,GMDCLTD,
2012-08-31,MARUTI,
2012-08-31,HDFCBANK,
2012-08-31,ELECON,
2012-08-31,PNB,
2012-08-31,INFY,
2012-08-31,CUB,
2012-08-31,ADANIENT,
2012-08-31,TRENT,
2012-08-31,EIHOTEL,
2012-08-31,HEG,
2012-08-31,KAJARIACER,
2012-08-31,REDINGTON,
2012-08-31,IGL,
2012-08-31,BSOFT,
2012-08-31,SUNPHARMA,
2012-08-31,PFC,
2012-08-31,IRB,
2012-08-31,SIEMENS,
2012-08-31,CENTRALBK,
2012-08-31,BERGEPAINT,
2012-08-31,SHRIRAMFIN,
2012-08-31,PIIND,
2012-08-31,FACT,
2012-08-31,DLF,
2012-08-31,AMBUJACEM,
2012-08-31,WELCORP,
2012-08-31,NCC,
2012-08-31,ITC,
2012-08-31,TMPV,
2012-08-31,MANAPPURAM,
2012-08-31,PCBL,
2012-08-31,CEATLTD,
2012-08-31,APOLLOTYRE,
2012-08-31,BAJAJ-AUTO,
2012-08-31,ICICIBANK,
2012-08-31,KPIL,
2012-08-31,GRAVITA,
2012-08-31,COLPAL,
2012-08-31,CIPLA,
2012-08-31,GODREJPROP,
2012-08-31,JUBLPHARMA,
2012-08-31,LUPIN,
2012-08-31,HBLENGINE,
2012-08-31,MRPL,
2012-08-31,SBIN,
2012-08-31,BRIGADE,
2012-08-31,CANBK,
2012-08-31,SWANCORP,
2012-08-31,ANANTRAJ,
2012-08-31,BAJAJFINSV,
2012-08-31,OBEROIRLTY,
2012-08-31,COROMANDEL,
2012-08-31,LICHSGFIN,121169588220.8
2012-08-31,SAIL,
2012-08-31,GRAPHITE,
2012-08-31,PERSISTENT,
2012-08-31,UCOBANK,
2012-08-31,PRESTIGE,
2012-08-31,KARURVYSYA,
2012-08-31,ASIANPAINT,
2012-08-31,ADANIPOWER,
2012-08-31,DEEPAKNTR,
2012-08-31,WIPRO,
2012-08-31,NTPC,
2012-08-31,FORTIS,
2012-08-31,NLCINDIA,
2012-08-31,USHAMART,
2012-08-31,GRASIM,
2012-08-31,SCI,
2012-08-31,GLENMARK,
2012-08-31,TRITURBINE,
2012-08-31,BANKINDIA,
2012-08-31,NAUKRI,
2012-08-31,EIDPARRY,
2012-08-31,HAVELLS,
2012-08-31,COFORGE,
2012-08-31,SUNTV,
2012-08-31,ASHOKLEY,
2012-08-31,BEL,
2012-08-31,CHOLAFIN,
2012-08-31,NBCC,
2012-08-31,BHEL,
2012-08-31,CIEINDIA,
2012-08-31,HFCL,
2012-08-31,ACE,
2012-08-31,ZEEL,
2012-08-31,INDHOTEL,
2012-08-31,UPL,
2012-08-31,COALINDIA,
2012-08-31,POONAWALLA,
2012-08-31,MUTHOOTFIN,
2012-08-31,MMTC,
2012-08-31,MARICO,
2012-08-31,ACC,245664332500.0
2012-08-31,BATAINDIA,
2012-08-31,M&M,
2012-08-31,TATAPOWER,
2012-08-31,JINDALSAW,
2012-08-31,HINDPETRO,
2012-08-31,AEGISLOG,
2012-08-31,TRIDENT,
2012-08-31,MOTHERSON,
2012-08-31,FINCABLES,
2012-08-31,SCHNEIDER,
2012-08-31,RPOWER,
2012-08-31,TECHM,
2012-08-31,NATCOPHARM,
2012-08-31,IDBI,
2012-08-31,JSWENERGY,
2012-08-31,BHARTIARTL,
2012-08-31,GRANULES,
2012-08-31,TTML,
2012-08-31,TORNTPOWER,
2012-08-31,FSL,
2012-08-31,ENGINERSIN,
2012-08-31,POWERGRID,
2012-08-31,BHARATFORG,
2012-08-31,SRF,
2012-08-31,INDIANB,
2012-08-31,JPPOWER,
2012-08-31,ADANIPORTS,
2012-08-31,LTF,
2012-08-31,BANKBARODA,
2012-08-31,HINDUNILVR,
2012-08-31,CANFINHOME,
2012-08-31,HINDCOPPER,
2012-08-31,EICHERMOT,
2012-08-31,INDIACEM,
2012-08-31,LT,
2012-08-31,HCLTECH,
2012-08-31,NMDC,
2012-08-31,CHENNPETRO,
2012-08-31,WOCKPHARMA,
2012-08-31,TATACONSUM,
2012-08-31,CESC,
2012-08-31,SONATSOFTW,
2012-09-30,PERSISTENT,
2012-09-30,MRPL,
2012-09-30,LICHSGFIN,142214035654.4
2012-09-30,SAIL,
2012-09-30,ENGINERSIN,
2012-09-30,DEEPAKFERT,
2012-09-30,CESC,
2012-09-30,ONGC,
2012-09-30,GRAPHITE,
2012-09-30,COROMANDEL,
2012-09-30,OBEROIRLTY,
2012-09-30,BRIGADE,
2012-09-30,KEC,
2012-09-30,CANBK,
2012-09-30,GESHIP,
2012-09-30,SWANCORP,
2012-09-30,SBIN,
2012-09-30,IDBI,
2012-09-30,ANANTRAJ,
2012-09-30,SCHNEIDER,
2012-09-30,INDIANB,
2012-09-30,MPHASIS,
2012-09-30,BHARTIARTL,
2012-09-30,BAJAJFINSV,
2012-09-30,GRANULES,
2012-09-30,KOTAKBANK,
2012-09-30,NMDC,
2012-09-30,CEATLTD,
2012-09-30,BSOFT,
2012-09-30,M&M,
2012-09-30,SUNPHARMA,
2012-09-30,TATAPOWER,
2012-09-30,TRIDENT,
2012-09-30,APOLLOHOSP,101735156250.0
2012-09-30,IRB,
2012-09-30,INDIACEM,
2012-09-30,RECLTD,
2012-09-30,CENTRALBK,
2012-09-30,BERGEPAINT,
2012-09-30,DLF,
2012-09-30,SHRIRAMFIN,
2012-09-30,HINDPETRO,
2012-09-30,PFC,
2012-09-30,IGL,
2012-09-30,VEDL,
2012-09-30,HINDCOPPER,
2012-09-30,FINCABLES,
2012-09-30,APOLLOTYRE,
2012-09-30,RPOWER,
2012-09-30,IPCALAB,
2012-09-30,COALINDIA,
2012-09-30,PCBL,
2012-09-30,POONAWALLA,
2012-09-30,HEG,
2012-09-30,UCOBANK,
2012-09-30,NHPC,
2012-09-30,BPCL,
2012-09-30,REDINGTON,
2012-09-30,GAIL,
2012-09-30,GODREJPROP,
2012-09-30,LUPIN,
2012-09-30,MAHABANK,
2012-09-30,PVRINOX,
2012-09-30,NAUKRI,
2012-09-30,VOLTAS,
2012-09-30,HFCL,
2012-09-30,PNB,
2012-09-30,AXISBANK,
2012-09-30,UNITDSPR,
2012-09-30,HINDALCO,
2012-09-30,ELECON,
2012-09-30,ACE,
2012-09-30,ZYDUSLIFE,
2012-09-30,TRITURBINE,
2012-09-30,HDFCBANK,
2012-09-30,ABB,
2012-09-30,RADICO,
2012-09-30,PHOENIXLTD,
2012-09-30,SRF,
2012-09-30,INFY,
2012-09-30,KEI,
2012-09-30,CYIENT,
2012-09-30,ADANIENT,
2012-09-30,DRREDDY,
2012-09-30,EIDPARRY,
2012-09-30,TATACONSUM,
2012-09-30,FEDERALBNK,
2012-09-30,CGPOWER,
2012-09-30,HSCL,
2012-09-30,ASHOKLEY,
2012-09-30,JINDALSTEL,
2012-09-30,HAVELLS,
2012-09-30,POWERGRID,
2012-09-30,CHOLAFIN,
2012-09-30,TATASTEEL,
2012-09-30,ICICIBANK,
2012-09-30,KPIL,
2012-09-30,CEMPRO,
2012-09-30,GRAVITA,
2012-09-30,NLCINDIA,
2012-09-30,HCLTECH,
2012-09-30,COLPAL,
2012-09-30,AUROPHARMA,
2012-09-30,CIPLA,
2012-09-30,GLENMARK,
2012-09-30,ZEEL,
2012-09-30,UNIONBANK,
2012-09-30,YESBANK,
2012-09-30,JUBLPHARMA,
2012-09-30,TECHM,
2012-09-30,MARUTI,
2012-09-30,NATIONALUM,
2012-09-30,FORTIS,
2012-09-30,LT,
2012-09-30,IFCI,
2012-09-30,SOBHA,
2012-09-30,TITAN,
2012-09-30,ULTRACEMCO,
2012-09-30,CUB,
2012-09-30,TITAGARH,
2012-09-30,TRENT,
2012-09-30,EIHOTEL,
2012-09-30,ADANIPOWER,
2012-09-30,BHARATFORG,
2012-09-30,DEEPAKNTR,
2012-09-30,ADANIPORTS,
2012-09-30,GMDCLTD,
2012-09-30,BAJAJ-AUTO,
2012-09-30,MMTC,
2012-09-30,MARICO,
2012-09-30,CONCOR,
2012-09-30,CANFINHOME,
2012-09-30,HEROMOTOCO,
2012-09-30,DABUR,
2012-09-30,NATCOPHARM,
2012-09-30,LTFOODS,
2012-09-30,TCS,
2012-09-30,TATACOMM,
2012-09-30,EXIDEIND,
2012-09-30,HINDUNILVR,
2012-09-30,TATACHEM,
2012-09-30,NAVA,
2012-09-30,NBCC,
2012-09-30,GODREJIND,
2012-09-30,WELSPUNLIV,
2012-09-30,CCL,
2012-09-30,DIVISLAB,287396739400.0
2012-09-30,TTML,
2012-09-30,KARURVYSYA,
2012-09-30,IOB,
2012-09-30,PETRONET,
2012-09-30,M&MFIN,
2012-09-30,GMRAIRPORT,
2012-09-30,RAMCOCEM,
2012-09-30,BIOCON,
2012-09-30,USHAMART,
2012-09-30,GABRIEL,
2012-09-30,GODREJCP,
2012-09-30,BALKRISIND,
2012-09-30,CHENNPETRO,
2012-09-30,AARTIIND,
2012-09-30,COFORGE,
2012-09-30,IOC,
2012-09-30,J&KBANK,
2012-09-30,OIL,295698798400.0
2012-09-30,SUZLON,
2012-09-30,NTPC,
2012-09-30,CHAMBLFERT,
2012-09-30,PRESTIGE,
2012-09-30,BEML,
2012-09-30,UNOMINDA,
2012-09-30,JINDALSAW,
2012-09-30,UBL,
2012-09-30,ASIANPAINT,
2012-09-30,INDHOTEL,
2012-09-30,GRASIM,
2012-09-30,ABREL,
2012-09-30,EMAMILTD,
2012-09-30,JSL,
2012-09-30,LTF,
2012-09-30,MOTHERSON,
2012-09-30,AJANTPHARM,
2012-09-30,FSL,
2012-09-30,JKTYRE,
2012-09-30,JSWSTEEL,
2012-09-30,WELCORP,
2012-09-30,KAJARIACER,
2012-09-30,NCC,
2012-09-30,PFOCUS,
2012-09-30,IDEA,
2012-09-30,BATAINDIA,
2012-09-30,EICHERMOT,
2012-09-30,ITC,
2012-09-30,BANKBARODA,
2012-09-30,BEL,
2012-09-30,ITI,
2012-09-30,ESCORTS,
2012-09-30,ACC,275994537250.0
2012-09-30,BANKINDIA,
2012-09-30,ARE&M,
2012-09-30,BHEL,
2012-09-30,SIEMENS,
2012-09-30,HINDZINC,
2012-09-30,SJVN,
